"B07001_049E","B07001_065E","B07001_081E","B08101_025E","B11007_001E","B11007_002E","B11007_004E","B11007_005E","B11007_006E","B11007_007E","B11007_009E","B11007_010E","B11007_011E","B11011_001E","B19013_001E","B19083_001E","B23020_001E","B25024_001E","B27020_001E","B27020_003E","B27020_009E","B27020_014E","NAME","state","county"
"560","1112","87","31","23221","7744","4661","4518","143","15477","11720","10731","989","23221","45118","0.4538","37.6","27543","59601","55797","271","220","Lawrence County, Ohio","39","087"
"626","29","25","21","6108","2076","1246","1167","79","4032","3077","2873","204","6108","42341","0.4436","39.0","7980","14451","13281","39","20","Morgan County, Ohio","39","115"
"701","139","57","22","9081","2772","1710","1640","70","6309","5021","4492","529","9081","55767","0.4085","39.7","9949","21743","20442","150","68","Wyandot County, Ohio","39","175"
"2277","1346","63","404","31183","10922","6778","6341","437","20261","15022","13624","1398","31183","54226","0.4660","38.7","37860","73870","69147","866","377","Erie County, Ohio","39","043"
"1227","594","109","48","18677","5684","3501","3332","169","12993","10190","9364","826","18677","56754","0.4256","39.9","23410","44910","41656","277","263","Logan County, Ohio","39","091"
"15771","6766","1707","4001","224726","67760","39304","37273","2031","156966","112313","99928","12385","224726","57181","0.4743","38.4","245989","535722","480919","13487","10870","Summit County, Ohio","39","153"
"231","522","14","4","3582","1685","932","918","14","1897","1241","1160","81","3582","39324","0.4323","41.9","4877","7778","6698","74","94","Lemhi County, Idaho","16","059"
"616","1026","104","5","8876","3064","1926","1800","126","5812","4527","4217","310","8876","50579","0.4412","41.1","9454","23106","19214","474","519","Payette County, Idaho","16","075"
"346","282","7","23","3418","1348","998","893","105","2070","1560","1415","145","3418","47556","0.4029","40.3","4733","9056","7931","61","30","Benewah County, Idaho","16","009"
"798","2639","71","180","17537","7007","4803","4534","269","10530","8046","7450","596","17537","50256","0.4436","36.7","25121","43326","37965","515","393","Bonner County, Idaho","16","017"
"41","66","0","0","290","107","66","66","0","183","126","124","2","290","46154","0.3430","48.2","562","913","573","22","40","Clark County, Idaho","16","033"
"235","53","2","18","1774","865","581","581","0","909","554","531","23","1774","40875","0.4454","40.0","3277","4150","3761","7","2","Custer County, Idaho","16","037"
"739","1775","534","43","10606","2601","1712","1609","103","8005","6211","5441","770","10606","46855","0.3976","41.6","12489","23992","19159","953","576","Elmore County, Idaho","16","039"
"730","346","131","36","4347","1472","1098","1086","12","2875","2583","2493","90","4347","58065","0.4028","39.9","8983","12468","10663","104","204","Fremont County, Idaho","16","043"
"1800","4533","733","123","11016","1638","1084","1058","26","9378","8629","8019","610","11016","39160","0.4795","31.9","14227","38903","35029","619","944","Madison County, Idaho","16","065"
"505","531","39","21","5466","2041","1222","1132","90","3425","2579","2341","238","5466","39386","0.4429","38.9","7129","12458","10472","56","74","Shoshone County, Idaho","16","079"
"956","393","15","30","6407","2900","1933","1766","167","3507","2721","2588","133","6407","41516","0.4286","39.3","8772","15831","13953","120","35","Idaho County, Idaho","16","049"
"280","962","141","45","3707","780","463","392","71","2927","2358","2076","282","3707","74216","0.3995","40.2","5833","11426","10025","206","421","Teton County, Idaho","16","081"
"359","236","42","0","2633","743","555","548","7","1890","1290","1234","56","2633","48823","0.4024","42.9","3017","7622","5821","307","405","Power County, Idaho","16","077"
"335","418","11","21","4035","1626","1085","1025","60","2409","1819","1683","136","4035","40992","0.4444","39.6","4643","9961","8037","128","299","Washington County, Idaho","16","087"
"282","411","16","27","7409","2768","1629","1555","74","4641","3584","3382","202","7409","52561","0.4286","40.5","9255","17784","17037","150","55","Hancock County, Illinois","17","067"
"8374","5924","634","1859","107659","31609","18333","17470","863","76050","58924","52516","6408","107659","60738","0.4416","38.1","119392","262150","243875","3290","1907","Madison County, Illinois","17","119"
"1933","469","37","139","19676","4824","3046","2953","93","14852","11996","11063","933","19676","77350","0.3859","39.6","20923","50343","46792","986","702","Grundy County, Illinois","17","063"
"2685","1234","170","793","39796","12133","7389","7076","313","27663","21192","19190","2002","39796","58902","0.4301","38.5","45562","108580","98946","2003","1975","Kankakee County, Illinois","17","091"
"484","258","7","8","6516","2214","1290","1220","70","4302","3388","3164","224","6516","59787","0.3801","39.9","7420","15373","14784","126","13","Mercer County, Illinois","17","131"
"33523","14173","6213","35262","342791","96107","61051","59120","1931","246684","195900","180040","15860","342791","92809","0.4540","38.7","360307","923090","720853","98632","54828","DuPage County, Illinois","17","043"
"135","116","0","54","2154","832","491","475","16","1322","937","882","55","2154","36806","0.4413","39.3","3971","6181","5691","11","5","Alexander County, Illinois","17","003"
"506","101","2","0","5188","1640","1026","976","50","3548","2903","2767","136","5188","74684","0.4000","39.2","5730","12141","11746","67","11","Menard County, Illinois","17","129"
"3843","1167","68","69","45095","14071","8076","7677","399","31024","23552","21640","1912","45095","58142","0.4314","38.7","50151","106541","98662","1738","1574","LaSalle County, Illinois","17","099"
"46946","80880","37549","480559","1972108","538123","313880","299491","14389","1433985","1010754","883781","126973","1972108","64660","0.5081","38.8","2193338","5151562","3830519","509507","358386","Cook County, Illinois","17","031"
"2703","1502","248","620","43912","14091","7831","7492","339","29821","20463","18610","1853","43912","50480","0.4746","38.3","50392","103150","96663","1151","735","Macon County, Illinois","17","115"
"971","649","76","181","19739","6868","3857","3706","151","12871","9619","8926","693","19739","48805","0.4363","38.8","21965","44337","40950","610","233","Stephenson County, Illinois","17","177"
"483","197","30","39","7051","2545","1417","1390","27","4506","3394","3139","255","7051","50251","0.4049","40.1","7986","16355","14903","37","57","Wayne County, Illinois","17","191"
"1685","444","22","51","14499","4436","2880","2850","30","10063","8149","7641","508","14499","72808","0.4386","37.9","15542","38133","36131","402","81","Woodford County, Illinois","17","203"
"1756","618","42","104","16235","5905","2938","2782","156","10330","7728","7079","649","16235","42769","0.4501","38.4","18659","38438","35797","151","66","Franklin County, Illinois","17","055"
"2232","877","168","183","11408","3626","1809","1686","123","7782","5151","4227","924","11408","44471","0.4685","34.6","14426","30084","27715","414","654","McDonough County, Illinois","17","109"
"9647","4096","761","3992","112453","30427","19794","19284","510","82026","69100","64096","5004","112453","86799","0.4028","39.2","118464","306363","267889","14920","7557","McHenry County, Illinois","17","111"
"17","9","17","0","519","163","98","94","4","356","258","244","14","519","54112","0.3982","44.2","633","1154","1002","55","33","Greeley County, Kansas","20","071"
"1909","1199","156","45","11544","3068","1522","1513","9","8476","6084","4986","1098","11544","52883","0.4840","38.1","13254","28547","25817","331","400","Ellis County, Kansas","20","051"
"256","185","3","8","4497","1611","988","936","52","2886","2194","2049","145","4497","48778","0.4575","41.6","5616","9612","8588","24","5","Linn County, Kansas","20","107"
"452","562","82","30","7321","1500","902","886","16","5821","4713","4345","368","7321","49291","0.4053","40.2","8240","22151","13403","1973","2552","Seward County, Kansas","20","175"
"12545","24520","3226","889","228592","57261","35797","34620","1177","171331","133399","121515","11884","228592","89087","0.4465","39.5","241767","587461","512886","22629","17424","Johnson County, Kansas","20","091"
"1562","307","67","20","12835","3928","2471","2379","92","8907","7169","6760","409","12835","71995","0.4247","40.6","13719","32744","30592","131","88","Miami County, Kansas","20","121"
"144","31","0","0","1434","600","331","325","6","834","630","541","89","1434","39643","0.4390","39.7","2021","3149","2732","5","0","Woodson County, Kansas","20","207"
"55","26","2","1","1269","479","243","243","0","790","647","598","49","1269","56492","0.4699","41.6","1712","2831","2514","41","52","Ness County, Kansas","20","135"
"192","457","5","0","5636","1936","1057","1024","33","3700","3005","2767","238","5636","43917","0.4397","38.9","7114","14383","12684","149","18","Bourbon County, Kansas","20","011"
"66","37","8","2","985","355","212","195","17","630","470","449","21","985","53274","0.3958","38.8","1232","2439","2147","29","12","Kiowa County, Kansas","20","097"
"5962","2870","482","986","72267","21826","12103","11537","566","50441","36264","32701","3563","72267","56762","0.4420","38.7","80012","174349","157232","2550","2736","Shawnee County, Kansas","20","177"
"153","16","0","0","1456","601","331","318","13","855","634","582","52","1456","40298","0.4374","40.5","2148","3272","2830","12","11","Chautauqua County, Kansas","20","019"
"3042","1076","198","81","25014","8222","4813","4606","207","16792","12373","10935","1438","25014","49936","0.4402","39.0","28495","60274","53522","402","700","Reno County, Kansas","20","155"
"246","518","3","5","3046","994","538","531","7","2052","1563","1366","197","3046","49703","0.4324","39.2","3583","7568","6806","17","42","Doniphan County, Kansas","20","043"
"98","115","36","0","1320","385","239","231","8","935","815","768","47","1320","55064","0.4562","44.9","1686","3954","2800","211","244","Haskell County, Kansas","20","081"
"432","48","0","7","1967","532","403","403","0","1435","1085","957","128","1967","65417","0.3592","45.1","2163","4807","4283","92","171","Scott County, Kansas","20","171"
"197","252","11","2","3872","1311","859","839","20","2561","1883","1739","144","3872","48333","0.4202","39.5","4751","9535","8783","13","56","Brown County, Kansas","20","013"
"110","76","2","0","2316","828","482","459","23","1488","1142","1021","121","2316","50093","0.4144","41.1","3091","5245","4857","28","56","Phillips County, Kansas","20","147"
"113","167","0","0","1442","543","265","263","2","899","599","518","81","1442","48125","0.4228","41.6","1789","2794","2495","18","0","Decatur County, Kansas","20","039"
"778","177","28","5","6706","2130","1453","1379","74","4576","3827","3565","262","6706","52631","0.4339","39.4","7491","17342","15985","153","45","Garrard County, Kentucky","21","079"
"3176","3006","348","828","36746","10127","5916","5725","191","26619","19770","17580","2190","36746","63050","0.4625","38.0","40312","91367","86289","941","792","Campbell County, Kentucky","21","037"
"805","170","0","8","2523","910","688","673","15","1613","1292","1252","40","2523","32306","0.4535","41.0","3448","5971","5651","13","0","Elliott County, Kentucky","21","063"
"455","246","18","0","5741","1775","1141","1058","83","3966","3122","2824","298","5741","47643","0.4455","37.9","6382","13912","13123","65","136","Larue County, Kentucky","21","123"
"1435","225","87","14","8556","2782","1730","1679","51","5774","4541","4243","298","8556","55093","0.4233","39.4","10147","21412","19746","93","236","Mercer County, Kentucky","21","167"
"487","205","17","39","6922","2353","1391","1305","86","4569","3443","3217","226","6922","38390","0.4391","38.3","10121","17569","16079","60","55","Russell County, Kentucky","21","207"
"574","137","5","15","4581","1343","875","843","32","3238","2607","2366","241","4581","53743","0.4192","40.4","5185","11896","10941","35","97","Washington County, Kentucky","21","229"
"1961","594","24","37","16931","4971","3093","2892","201","11960","9342","8483","859","16931","41459","0.4392","40.0","19682","43167","39868","199","204","Barren County, Kentucky","21","009"
"266","112","4","15","3311","992","726","679","47","2319","1897","1819","78","3311","57217","0.3625","40.8","3746","8652","8319","41","36","Hancock County, Kentucky","21","091"
"4678","6184","878","162","41646","10479","6536","6319","217","31167","23905","22088","1817","41646","54367","0.4354","40.2","46677","104255","95896","2437","1104","Hardin County, Kentucky","21","093"
"446","84","5","0","3809","1252","778","761","17","2557","2055","1992","63","3809","51861","0.4274","40.4","4286","9192","8554","28","14","McLean County, Kentucky","21","149"
"848","103","0","8","4770","1379","822","822","0","3391","2778","2648","130","4770","37469","0.4461","39.9","5683","12040","11352","95","39","Powell County, Kentucky","21","197"
"307","216","4","14","5163","1839","1103","1074","29","3324","2690","2475","215","5163","44775","0.5242","40.7","6291","12587","11617","65","0","Caldwell County, Kentucky","21","033"
"1260","1735","107","46","18210","6185","3965","3894","71","12025","9212","8359","853","18210","48308","0.4856","38.3","21674","45933","42729","221","234","Boyd County, Kentucky","21","019"
"14189","12807","2795","3129","129784","29653","17453","16571","882","100131","71321","58190","13131","129784","57291","0.4926","38.0","141653","315851","272097","8309","13922","Fayette County, Kentucky","21","067"
"877","319","78","16","8488","2739","1713","1694","19","5749","4256","4013","243","8488","37055","0.5063","40.1","10630","22092","20852","96","168","Johnson County, Kentucky","21","115"
"495","80","13","9","4865","1632","949","882","67","3233","2576","2386","190","4865","36134","0.4734","39.6","5961","11639","10891","9","78","Morgan County, Kentucky","21","175"
"1811","1106","66","64","25301","8136","5126","4706","420","17165","13176","12065","1111","25301","39998","0.5151","38.9","31487","63588","58801","517","454","Pulaski County, Kentucky","21","199"
"812","406","38","0","6977","2450","1524","1493","31","4527","3438","3347","91","6977","38021","0.4777","37.4","8609","18949","17627","68","237","Adair County, Kentucky","21","001"
"353","280","20","0","5358","1614","1071","1064","7","3744","2693","2525","168","5358","27344","0.5340","38.1","6358","12843","12209","33","24","Breathitt County, Kentucky","21","025"
"702","179","36","17","7351","2281","1188","1099","89","5070","3853","3680","173","7351","38396","0.4715","38.8","9077","18466","17063","43","85","Hart County, Kentucky","21","099"
"313","293","4","0","3498","1071","675","664","11","2427","1778","1626","152","3498","53056","0.4607","40.5","3993","8513","7906","50","74","Trimble County, Kentucky","21","223"
"49","67","0","0","1798","701","411","382","29","1097","765","691","74","1798","42929","0.5079","37.8","2358","4368","4110","50","5","Hickman County, Kentucky","21","105"
"545","208","30","0","3333","1509","943","915","28","1824","1273","1109","164","3333","52528","0.4355","37.1","4885","6985","6492","50","23","Lyon County, Kentucky","21","143"
"292","221","0","7","5268","1757","1080","1050","30","3511","2636","2511","125","5268","31147","0.5015","40.7","6568","13274","12571","8","19","Lewis County, Kentucky","21","135"
"1377","305","174","27","10355","3271","2269","2224","45","7084","5575","5071","504","10355","63820","0.4298","39.7","11138","26199","24070","161","658","Woodford County, Kentucky","21","239"
"378","12","21","0","4076","1404","931","868","63","2672","2022","1959","63","4076","31627","0.4562","40.2","5396","9971","9499","19","6","Leslie County, Kentucky","21","131"
"115","363","0","17","5784","1986","1239","1211","28","3798","2842","2735","107","5784","32798","0.4989","39.4","7435","15567","14189","7","29","Lawrence County, Kentucky","21","127"
"1326","1480","109","129","27854","9054","4723","4527","196","18800","13133","11714","1419","27854","46080","0.5257","38.5","32065","64024","59390","447","280","McCracken County, Kentucky","21","145"
"184","133","11","63","2231","631","355","348","7","1600","1210","1093","117","2231","57196","0.4769","43.0","2572","5086","4687","32","20","Brule County, South Dakota","46","015"
"96","142","12","0","1840","710","368","338","30","1130","817","781","36","1840","43438","0.4588","41.8","2543","4137","3713","13","4","Gregory County, South Dakota","46","053"
"7297","5152","1586","731","76819","17508","9757","9263","494","59311","43434","38342","5092","76819","61772","0.4166","39.2","81751","185832","159915","4751","6287","Minnehaha County, South Dakota","46","099"
"170","9","24","0","1546","536","304","285","19","1010","740","655","85","1546","48980","0.5155","43.7","1823","3623","3338","9","32","Clark County, South Dakota","46","025"
"270","79","6","6","2279","739","445","438","7","1540","1109","982","127","2279","61699","0.4331","42.8","2770","4855","4633","8","9","Kingsbury County, South Dakota","46","077"
"1556","1172","104","65","5233","1036","654","634","20","4197","3001","2082","919","5233","50724","0.5001","34.7","6039","13765","12447","85","372","Clay County, South Dakota","46","027"
"51","28","4","4","1651","428","265","255","10","1223","992","939","53","1651","47475","0.4525","39.0","2025","5788","4191","3","7","Dewey County, South Dakota","46","041"
"1227","475","0","88","7460","2065","1159","1142","17","5395","3630","3273","357","7460","64783","0.3997","40.4","8034","16622","15417","29","62","Hughes County, South Dakota","46","065"
"82","30","0","0","1010","297","201","194","7","713","556","517","39","1010","56875","0.4412","42.4","1215","2329","2145","12","9","Sanborn County, South Dakota","46","111"
"56","71","5","6","1508","550","309","296","13","958","738","680","58","1508","54155","0.4376","45.0","1832","3203","3038","0","19","Hand County, South Dakota","46","059"
"920","1014","95","111","9445","2545","1647","1582","65","6900","4957","4340","617","9445","58342","0.4570","39.7","10110","21388","19597","207","122","Yankton County, South Dakota","46","135"
"580","180","24","123","7557","2209","1046","1038","8","5348","3890","3552","338","7557","52313","0.4188","40.3","8500","18036","14760","644","1303","Beadle County, South Dakota","46","005"
"1608","519","46","188","8660","2448","1374","1343","31","6212","4398","3922","476","8660","50570","0.4654","40.4","9503","19545","17972","151","212","Davison County, South Dakota","46","035"
"51","29","0","11","921","385","245","233","12","536","383","339","44","921","49632","0.5526","42.5","1092","1975","1798","13","19","Jerauld County, South Dakota","46","073"
"238","54","2","25","1344","452","354","354","0","892","682","619","63","1344","71382","0.4557","40.4","1509","2997","2863","21","0","Stanley County, South Dakota","46","117"
"47","10","0","0","982","378","241","241","0","604","415","388","27","982","54583","0.4336","43.9","1607","2231","2002","33","29","Potter County, South Dakota","46","107"
"275","108","0","28","3166","1124","635","604","31","2042","1566","1483","83","3166","50481","0.4368","40.1","3910","9076","7317","30","2","Charles Mix County, South Dakota","46","023"
"136","89","10","13","1873","674","387","366","21","1199","934","863","71","1873","63723","0.3932","41.6","2637","4827","4327","12","102","Marshall County, South Dakota","46","091"
"85","44","0","24","1284","461","245","232","13","823","633","589","44","1284","57981","0.4452","42.3","1777","2854","2581","9","11","Perkins County, South Dakota","46","105"
"1799","903","95","20","12620","3605","2413","2269","144","9015","7277","6768","509","12620","39005","0.4975","37.8","15452","35504","33217","103","198","Whitley County, Kentucky","21","235"
"1123","612","6","34","15000","4660","2923","2807","116","10340","8120","7518","602","15000","32730","0.5145","38.9","18505","35979","34145","70","45","Floyd County, Kentucky","21","071"
"6800","5606","454","1801","63966","16284","9755","9214","541","47682","35063","31021","4042","63966","64339","0.4427","38.7","69661","164337","151706","1854","1572","Kenton County, Kentucky","21","117"
"487","104","13","17","5020","1449","889","885","4","3571","2685","2628","57","5020","28147","0.5039","40.0","6070","12362","11788","0","0","Magoffin County, Kentucky","21","153"
"2226","452","23","111","8623","2433","1420","1355","65","6190","4745","3738","1007","8623","38230","0.4943","36.0","10335","24270","22536","214","224","Rowan County, Kentucky","21","205"
"1956","372","87","0","9857","3186","1875","1802","73","6671","5373","4822","551","9857","44522","0.4764","38.7","11004","25165","23777","108","259","Taylor County, Kentucky","21","217"
"84","4","0","8","1980","719","415","353","62","1261","995","964","31","1980","45109","0.5426","39.4","2476","4725","4397","52","7","Carlisle County, Kentucky","21","039"
"1033","56","0","0","5499","1940","1157","1125","32","3559","2640","2474","166","5499","31688","0.4613","38.1","6927","14101","13180","0","2","Estill County, Kentucky","21","065"
"4234","2503","138","983","48488","14563","8634","8366","268","33925","26069","24169","1900","48488","47269","0.4839","40.2","58153","128068","112822","1583","992","Rapides Parish, Louisiana","22","079"
"6075","1490","167","177","47597","13105","8096","7954","142","34492","26379","23842","2537","47597","47832","0.4695","39.6","55325","131166","117216","893","493","Tangipahoa Parish, Louisiana","22","105"
"159","79","10","0","4084","1419","750","736","14","2665","2083","1957","126","4084","38500","0.4941","42.4","5158","10625","9025","115","25","West Carroll Parish, Louisiana","22","123"
"363","98","13","0","3665","1255","832","791","41","2410","1931","1743","188","3665","37691","0.5352","40.8","5208","9542","8259","52","2","Caldwell Parish, Louisiana","22","021"
"1506","152","16","0","2037","749","375","375","0","1288","924","818","106","2037","22346","0.7070","41.8","2889","4422","4007","4","14","East Carroll Parish, Louisiana","22","035"
"1382","197","262","90","12172","3556","1873","1820","53","8616","6307","5919","388","12172","31965","0.4904","40.7","15055","32001","28195","49","37","Evangeline Parish, Louisiana","22","039"
"1967","592","183","203","15005","3537","2405","2307","98","11468","8696","7957","739","15005","44661","0.4440","39.5","17035","45973","39252","922","669","St. Bernard Parish, Louisiana","22","087"
"1388","406","0","10","9643","2437","1779","1729","50","7206","5840","5465","375","9643","65385","0.4104","39.7","10977","25266","23118","49","25","West Baton Rouge Parish, Louisiana","22","121"
"317","10","13","0","3372","1100","565","563","2","2272","1537","1421","116","3372","33816","0.5533","39.5","4216","8413","7485","0","9","Red River Parish, Louisiana","22","081"
"1459","1295","84","78","14659","4293","2450","2410","40","10366","6431","5128","1303","14659","28567","0.5484","38.4","19133","38011","33303","378","114","Natchitoches Parish, Louisiana","22","069"
"938","47","8","0","3364","1124","615","615","0","2240","1838","1806","32","3364","40129","0.4891","43.8","5007","8488","7521","23","20","Catahoula Parish, Louisiana","22","025"
"617","72","0","48","7423","2496","1406","1389","17","4927","3897","3741","156","7423","35282","0.4937","42.0","9311","19057","17091","19","20","Franklin Parish, Louisiana","22","041"
"614","110","13","95","8552","2801","1743","1718","25","5751","4063","3766","297","8552","43759","0.4883","40.7","10805","22254","20284","15","83","Assumption Parish, Louisiana","22","007"
"1972","990","30","13","22086","6290","4121","3799","322","15796","12591","11344","1247","22086","51945","0.4430","43.6","26586","59363","52851","562","473","Vermilion Parish, Louisiana","22","113"
"983","374","218","6","7162","2544","1558","1546","12","4618","3223","3016","207","7162","32500","0.5062","40.5","9611","17764","15218","57","38","Concordia Parish, Louisiana","22","029"
"1829","1124","121","81","21338","7779","4920","4530","390","13559","10417","9476","941","21338","49204","0.4201","37.9","36942","57212","51413","442","344","Oxford County, Maine","23","017"
"4851","4325","448","301","62156","18942","11206","10266","940","43214","32468","27476","4992","62156","50808","0.4537","37.8","75789","150105","132865","2233","1775","Penobscot County, Maine","23","019"
"4052","2012","372","80","45630","13404","7901","7428","473","32226","24457","20605","3852","45630","53509","0.4267","38.4","49892","106432","94692","1733","1467","Androscoggin County, Maine","23","001"
"6916","8671","1141","2046","120644","36494","21553","19639","1914","84150","62824","52399","10425","120644","73072","0.4526","38.4","144470","288865","256151","9321","6727","Cumberland County, Maine","23","005"
"4180","7527","591","911","85314","28406","17929","16802","1127","56908","44033","38111","5922","85314","67830","0.4253","38.9","110226","202277","182643","3734","2377","York County, Maine","23","031"
"1988","788","118","12","21321","7553","4418","3960","458","13768","10984","9508","1476","21321","44256","0.4448","38.7","30868","49972","44488","461","341","Somerset County, Maine","23","025"
"1821","1051","115","587","22089","9792","6114","5784","330","12297","9290","8115","1175","22089","63499","0.4719","38.5","56310","51044","46643","1088","807","Worcester County, Maryland","24","047"
"1263","1335","139","299","16826","7096","4686","4417","269","9730","7314","6562","752","16826","73547","0.5161","39.7","20247","36739","33473","954","729","Talbot County, Maryland","24","041"
"4584","3655","965","1526","94323","44064","27321","25591","1730","50259","37815","33472","4343","94323","74336","0.4542","37.5","163557","211206","189245","9065","6017","Barnstable County, Massachusetts","25","001"
"1391","3296","496","844","54813","20461","11612","10754","858","34352","24528","21300","3228","54813","59230","0.4621","36.3","69079","124293","113694","4141","2678","Berkshire County, Massachusetts","25","003"
"15888","5468","2270","15428","187460","63145","40588","38186","2402","124315","100286","93457","6829","187460","89489","0.4539","37.8","207003","508430","451094","29303","16829","Plymouth County, Massachusetts","25","023"
"27925","14347","7553","53840","265300","82356","50645","48261","2384","182944","143753","127684","16069","265300","103291","0.4766","38.6","278615","692118","555742","74759","48976","Norfolk County, Massachusetts","25","021"
"380","206","86","45","3713","1171","733","670","63","2542","1860","1647","213","3713","107717","0.4936","38.9","12345","11114","9433","463","727","Nantucket County, Massachusetts","25","019"
"3946","773","201","132","43416","12558","8557","8049","508","30858","25419","23625","1794","43416","62965","0.4030","38.9","51177","115272","106968","1324","1779","Allegan County, Michigan","26","005"
"937","138","10","41","3007","1406","832","805","27","1601","1245","1135","110","3007","45570","0.4019","36.2","6691","8141","7411","30","27","Alger County, Michigan","26","003"
"1477","382","61","60","10156","3659","2450","2355","95","6497","5195","4896","299","10156","50104","0.4179","40.2","16157","26254","23157","202","541","Oceana County, Michigan","26","127"
"1794","538","33","81","12199","4859","2896","2792","104","7340","5579","5093","486","12199","39565","0.4536","37.5","23387","30319","26541","243","94","Clare County, Michigan","26","035"
"8004","1361","467","328","24739","5827","3540","3367","173","18912","14272","10647","3625","24739","45116","0.4905","34.9","29154","70160","62458","779","1061","Isabella County, Michigan","26","073"
"2329","507","48","45","21777","7205","4495","4230","265","14572","11622","10734","888","21777","49988","0.4122","38.9","24447","52230","49160","187","153","Tuscola County, Michigan","26","157"
"1005","187","95","101","12752","4471","2724","2594","130","8281","5876","5069","807","12752","43363","0.4390","37.7","16056","28172","26375","164","123","Alpena County, Michigan","26","007"
"2906","1399","532","335","34199","9964","6146","5911","235","24235","18878","17191","1687","34199","62625","0.4728","38.0","36973","82737","75996","1235","1912","Midland County, Michigan","26","111"
"373","73","8","3","3806","1626","968","872","96","2180","1608","1459","149","3806","42335","0.4439","38.1","9226","8202","7019","51","32","Oscoda County, Michigan","26","135"
"3931","1228","194","352","29728","8692","5591","5372","219","21036","16943","15379","1564","29728","70390","0.4193","38.0","31736","77840","72425","1114","1063","Clinton County, Michigan","26","037"
"2583","309","96","66","15035","4809","2738","2593","145","10226","8012","7300","712","15035","47848","0.4555","38.3","16330","36619","34600","216","164","Gratiot County, Michigan","26","057"
"4339","1419","255","150","38345","12167","7597","7284","313","26178","19462","17925","1537","38345","55450","0.4170","38.4","43806","95105","88009","850","839","Lenawee County, Michigan","26","091"
"3308","566","109","55","23913","7512","4816","4514","302","16401","13025","12020","1005","23913","49448","0.4178","38.6","28598","60929","55706","418","181","Montcalm County, Michigan","26","117"
"4864","1953","194","482","64850","20531","12821","12061","760","44319","33901","30808","3093","64850","56951","0.4342","38.9","72179","157967","146658","2268","1341","St. Clair County, Michigan","26","147"
"19786","14653","5932","9543","141245","34662","21387","20406","981","106583","77983","61050","16933","141245","72586","0.4848","36.7","151023","362262","306123","20369","23237","Washtenaw County, Michigan","26","161"
"1878","1624","146","18","21019","7308","4848","4664","184","13711","10778","9944","834","21019","55107","0.4544","39.6","26295","51401","47512","357","337","Cass County, Michigan","26","027"
"1404","439","47","73","11139","5247","3198","3061","137","5892","4151","3743","408","11139","42054","0.4295","38.5","24538","23640","21723","223","107","Roscommon County, Michigan","26","143"
"1525","860","145","68","16650","5365","3296","3129","167","11285","9002","8036","966","16650","51947","0.4143","39.7","20849","41346","35683","544","803","Branch County, Michigan","26","023"
"6899","2001","363","260","61805","19133","11796","11379","417","42672","31632","28872","2760","61805","53658","0.4452","38.3","69580","150711","139357","1422","1231","Jackson County, Michigan","26","075"
"28108","7266","3273","3194","346402","104263","62444","60081","2363","242139","182492","167167","15325","346402","62855","0.4246","39.0","366016","863583","732499","58617","27149","Macomb County, Michigan","26","099"
"534","111","2","2","3107","1170","758","740","18","1937","1360","1225","135","3107","46065","0.4566","38.2","5301","7302","6823","53","25","Baraga County, Michigan","26","013"
"7822","1066","620","441","44480","13765","8541","8157","384","30715","22975","20599","2376","44480","64348","0.4141","38.5","47558","108742","99453","1925","2089","Eaton County, Michigan","26","045"
"929","333","60","0","10154","3446","1858","1746","112","6708","4790","4354","436","10154","37640","0.4773","38.4","12155","25712","22325","187","154","Upson County, Georgia","13","293"
"1375","145","79","61","7503","2652","1657","1609","48","4851","3938","3706","232","7503","38068","0.4593","38.6","9332","18532","16277","84","82","Washington County, Georgia","13","303"
"1948","277","23","14","11695","4505","2947","2830","117","7190","6003","5751","252","11695","52493","0.4204","39.0","16254","29310","25482","420","166","White County, Georgia","13","311"
"1274","539","21","160","10136","3312","1981","1937","44","6824","5080","4659","421","10136","46636","0.4976","37.7","11652","27013","22460","535","546","Peach County, Georgia","13","225"
"8268","2341","156","289","53299","11982","8234","8039","195","41317","35315","33443","1872","53299","68370","0.3762","39.8","56654","158996","134214","3821","2630","Paulding County, Georgia","13","223"
"346","109","16","22","7048","2293","1625","1546","79","4755","3888","3773","115","7048","42804","0.4682","39.8","8167","19074","15835","84","138","Pierce County, Georgia","13","229"
"1131","93","19","13","6143","1955","1201","1185","16","4188","3465","3340","125","6143","64878","0.4197","39.1","6992","18073","15497","105","104","Pike County, Georgia","13","231"
"6872","8401","1172","1668","71400","19668","11205","10774","431","51732","36063","32571","3492","71400","42728","0.4738","39.3","88622","191532","160533","3597","2441","Richmond County, Georgia","13","245"
"651","117","27","1","5098","1793","1041","1007","34","3305","2561","2388","173","5098","39842","0.4607","41.4","6785","13591","11588","155","13","Screven County, Georgia","13","251"
"3771","357","29","8","8241","2576","1612","1578","34","5665","4563","4297","266","8241","40730","0.4543","40.2","10026","19039","15942","217","223","Tattnall County, Georgia","13","267"
"838","237","21","13","7367","2467","1464","1443","21","4900","3910","3612","298","7367","40415","0.4356","39.2","8798","18877","14278","128","191","Berrien County, Georgia","13","019"
"2029","313","50","49","11522","4036","2202","2118","84","7486","5849","5350","499","11522","52748","0.4378","39.4","13123","25894","24789","96","75","Montgomery County, Illinois","17","135"
